gene_id	geneSymbol	mean	median	longest_isoform	merged	gene_category
ENSG00000277559.1	AC018553.1	1458	1458	1458	1458	lncRNA
ENSG00000283689.1	AC018553.2	1064	1064	1064	1064	lncRNA
ENSG00000261436.6	AC018554.1	805	745	1315	2505	processed_pseudogene
ENSG00000261590.1	AC018554.2	261	261	261	261	NA
ENSG00000278499.2	AC018554.3	1026	1026	1026	1026	NA
ENSG00000260465.1	AC018557.1	1790	1790	1790	1790	lncRNA
ENSG00000260558.2	AC018557.2	813	813	1090	1090	lncRNA
ENSG00000260857.3	AC018558.1	754	777	1287	1963	lncRNA
ENSG00000261350.1	AC018558.2	480	480	480	480	lncRNA
ENSG00000261445.1	AC018558.3	572	572	572	572	lncRNA
ENSG00000278681.2	AC018558.4	281	281	281	281	unprocessed_pseudogene
ENSG00000282946.1	AC018558.5	952	952	952	952	processed_pseudogene
ENSG00000259280.1	AC018563.1	577	566	750	1390	lncRNA
ENSG00000254325.2	AC018607.1	673	673	673	673	lncRNA
ENSG00000253859.2	AC018616.1	546	546	546	546	lncRNA
ENSG00000259675.2	AC018618.1	636	630	907	1047	lncRNA
ENSG00000271195.1	AC018618.2	446	446	446	446	processed_pseudogene
ENSG00000254273.1	AC018620.1	379	379	379	379	processed_pseudogene
ENSG00000279133.1	AC018628.1	3819	3819	3819	3819	TEC
ENSG00000279806.1	AC018629.1	1736	1736	1736	1736	TEC
ENSG00000256400.1	AC018630.1	96	96	96	96	processed_pseudogene
ENSG00000275778.2	AC018630.2	1149	1149	1618	1620	NA
ENSG00000225314.1	AC018634.1	401	401	401	401	processed_pseudogene
ENSG00000242261.1	AC018635.1	1030	1030	1030	1030	processed_pseudogene
ENSG00000272915.1	AC018635.2	364	364	364	364	lncRNA
ENSG00000284839.1	AC018637.1	687	687	687	687	lncRNA
ENSG00000229413.2	AC018638.1	330	330	330	330	processed_pseudogene
ENSG00000230715.3	AC018638.2	403	403	403	403	processed_pseudogene
ENSG00000241493.1	AC018638.3	132	132	132	132	processed_pseudogene
ENSG00000243302.3	AC018638.4	1150	1150	1150	1150	processed_pseudogene
ENSG00000243679.1	AC018638.5	754	754	754	754	processed_pseudogene
ENSG00000271344.1	AC018638.6	1267	1267	1267	1267	lncRNA
ENSG00000271553.1	AC018638.7	1114	1114	1114	1114	lncRNA
ENSG00000281896.1	AC018638.8	281	281	281	281	transcribed_unprocessed_pseudogene
ENSG00000242162.1	AC018639.1	442	442	442	442	processed_pseudogene
ENSG00000226468.2	AC018641.1	796	796	796	796	processed_pseudogene
ENSG00000225144.2	AC018643.1	414	414	414	414	lncRNA
ENSG00000229677.1	AC018644.1	551	551	551	551	processed_pseudogene
ENSG00000250756.1	AC018645.1	109	109	109	109	unprocessed_pseudogene
ENSG00000273014.1	AC018645.2	472	472	472	472	snoRNA
ENSG00000227544.10	AC018647.1	1612	1350	3817	6724	lncRNA
ENSG00000271122.1	AC018647.2	4200	4200	4200	4200	lncRNA
ENSG00000272905.1	AC018648.1	668	668	668	668	lncRNA
ENSG00000255572.1	AC018653.1	465	465	490	651	lncRNA
ENSG00000256480.1	AC018653.2	238	238	238	238	processed_pseudogene
ENSG00000256967.1	AC018653.3	742	742	749	1179	lncRNA
ENSG00000257157.1	AC018659.1	169	169	169	169	snoRNA
ENSG00000279798.1	AC018659.2	715	715	715	715	processed_pseudogene
ENSG00000279382.1	AC018665.1	1362	1362	1362	1362	TEC
ENSG00000251567.5	AC018680.1	700	700	875	1358	lncRNA
ENSG00000250116.2	AC018682.1	1519	1519	1519	1519	NA
ENSG00000253515.2	AC018682.2	478	478	478	478	NA
ENSG00000227364.1	AC018685.1	368	368	368	368	lncRNA
ENSG00000234929.2	AC018685.2	2562	2562	4578	4713	lncRNA
ENSG00000283443.1	AC018688.1	1754	1754	1754	1754	unprocessed_pseudogene
ENSG00000273306.1	AC018690.1	626	626	626	626	lncRNA
ENSG00000279321.1	AC018692.1	686	686	697	920	lncRNA
ENSG00000279783.1	AC018692.2	348	348	348	348	processed_pseudogene
ENSG00000225284.1	AC018693.1	550	550	550	550	lncRNA
ENSG00000232114.1	AC018693.2	530	530	530	530	NA
ENSG00000214259.3	AC018695.1	664	664	664	664	processed_pseudogene
ENSG00000269898.1	AC018695.2	498	498	498	498	lncRNA
ENSG00000270159.1	AC018695.3	408	408	408	408	lncRNA
ENSG00000270184.1	AC018695.4	689	689	689	689	lncRNA
ENSG00000270698.1	AC018695.5	315	315	315	315	processed_pseudogene
ENSG00000275393.1	AC018695.6	534	534	534	534	lncRNA
ENSG00000279907.1	AC018695.7	2492	2492	2492	2492	TEC
ENSG00000266573.6	AC018697.1	2059	2056	3536	8281	lncRNA
ENSG00000272297.2	AC018709.1	700	700	700	700	protein_coding
ENSG00000250839.1	AC018710.1	158	158	158	158	unprocessed_pseudogene
ENSG00000230104.1	AC018712.1	687	687	687	687	processed_pseudogene
ENSG00000271509.1	AC018714.1	208	208	208	208	processed_pseudogene
ENSG00000254651.1	AC018716.1	561	561	561	561	lncRNA
ENSG00000255267.4	AC018716.2	1784	1784	2597	2853	lncRNA
ENSG00000230407.1	AC018717.1	1505	1505	1505	1505	processed_pseudogene
ENSG00000269707.2	AC018730.2	1519	1669	2093	3742	NA
ENSG00000236885.2	AC018731.1	1005	1005	1435	1821	lncRNA
ENSG00000226553.1	AC018735.1	1502	1502	1502	1502	NA
ENSG00000270798.1	AC018737.1	204	204	204	204	processed_pseudogene
ENSG00000279721.1	AC018737.2	1512	1512	1512	1512	TEC
ENSG00000237039.1	AC018738.1	210	210	210	210	NA
ENSG00000233005.2	AC018742.1	544	504	642	1018	lncRNA
ENSG00000250015.1	AC018752.1	206	206	206	206	lncRNA
ENSG00000285190.1	AC018754.1	2113	2113	2113	2113	lncRNA
ENSG00000267808.1	AC018755.1	1182	1182	1182	1182	lncRNA
ENSG00000268500.5	AC018755.2	1881	1881	1926	2310	protein_coding
ENSG00000269388.1	AC018755.3	668	664	929	1472	transcribed_processed_pseudogene
ENSG00000273837.1	AC018755.4	454	454	454	454	lncRNA
ENSG00000267004.1	AC018761.1	97	97	97	97	lncRNA
ENSG00000267062.1	AC018761.2	296	296	296	296	lncRNA
ENSG00000267212.1	AC018761.3	388	388	388	388	lncRNA
ENSG00000267791.1	AC018761.4	272	272	272	272	lncRNA
ENSG00000280305.1	AC018765.1	3446	3446	3446	3446	TEC
ENSG00000268047.1	AC018766.1	484	484	484	484	lncRNA
ENSG00000259819.1	AC018767.1	405	405	405	405	lncRNA
ENSG00000260003.1	AC018767.2	600	600	600	600	lncRNA
ENSG00000260058.1	AC018767.3	481	481	481	481	lncRNA
ENSG00000248599.2	AC018781.1	1421	1297	2368	3126	NA
ENSG00000224207.3	AC018797.1	255	255	255	255	processed_pseudogene
ENSG00000246560.2	AC018797.2	883	883	883	883	processed_pseudogene
ENSG00000251288.2	AC018797.3	1241	1241	1241	1241	lncRNA
ENSG00000227632.2	AC018804.1	618	618	618	618	unprocessed_pseudogene
ENSG00000269894.1	AC018809.1	553	553	553	553	lncRNA
ENSG00000269982.1	AC018809.2	3823	3823	3823	3823	lncRNA
ENSG00000225044.1	AC018814.1	357	357	357	357	lncRNA
ENSG00000235978.6	AC018816.1	383	390	509	1251	lncRNA
ENSG00000275981.1	AC018816.2	353	353	353	353	misc_RNA
ENSG00000228351.3	AC018832.1	925	925	1284	1319	lncRNA
ENSG00000259821.1	AC018845.1	744	744	744	744	lncRNA
ENSG00000259983.1	AC018845.2	409	409	409	409	transcribed_processed_pseudogene
ENSG00000261173.1	AC018845.3	516	516	516	516	lncRNA
ENSG00000259864.1	AC018846.1	183	183	183	183	processed_pseudogene
ENSG00000253975.1	AC018861.1	1614	1614	1614	1614	processed_pseudogene
ENSG00000254050.1	AC018861.2	513	513	513	513	lncRNA
ENSG00000224087.1	AC018865.1	578	578	578	578	processed_pseudogene
ENSG00000228471.1	AC018865.2	129	129	129	129	lncRNA
ENSG00000229774.1	AC018866.1	397	397	470	592	lncRNA
ENSG00000231409.3	AC018868.1	315	315	315	315	processed_pseudogene
ENSG00000259751.1	AC018868.2	1259	1259	1259	1259	NA
ENSG00000233339.1	AC018878.1	433	433	433	433	lncRNA
ENSG00000221849.2	AC018880.1	1319	1319	1319	1319	processed_pseudogene
ENSG00000231723.1	AC018880.2	201	201	201	201	NA
ENSG00000271146.1	AC018889.1	397	397	397	397	processed_pseudogene
ENSG00000230343.1	AC018892.1	265	265	265	265	unprocessed_pseudogene
ENSG00000236847.1	AC018892.2	693	693	693	693	unprocessed_pseudogene
ENSG00000279791.1	AC018892.3	2499	2499	2499	2499	TEC
ENSG00000259250.1	AC018904.1	542	542	542	542	lncRNA
ENSG00000259476.1	AC018904.2	1757	1757	1757	1757	lncRNA
ENSG00000274765.1	AC018926.1	435	435	435	435	lncRNA
ENSG00000276533.1	AC018926.2	498	498	498	498	lncRNA
ENSG00000277548.1	AC018926.3	406	406	406	406	lncRNA
ENSG00000260624.2	AC018943.1	445	445	575	659	lncRNA
ENSG00000259177.1	AC018946.1	458	458	458	458	lncRNA
ENSG00000279980.1	AC018946.2	1851	1851	1851	1851	NA
ENSG00000253583.1	AC018953.1	730	730	730	730	lncRNA
ENSG00000226412.1	AC018980.1	862	862	862	862	NA
ENSG00000253336.1	AC018992.1	2149	2149	2149	2149	processed_pseudogene
ENSG00000235911.1	AC019055.1	443	443	443	443	lncRNA
ENSG00000237320.2	AC019064.1	499	499	499	499	lncRNA
ENSG00000233611.3	AC019068.1	660	660	768	1115	lncRNA
ENSG00000272711.1	AC019069.1	1333	1333	1333	1333	lncRNA
ENSG00000224007.1	AC019070.1	1024	1024	1024	1024	snoRNA
ENSG00000271639.1	AC019072.1	1551	1551	1551	1551	NA
ENSG00000214559.3	AC019077.1	397	397	397	397	lncRNA
ENSG00000213963.6	AC019080.1	1898	839	5202	7171	lncRNA
ENSG00000237178.2	AC019080.2	394	394	394	394	snoRNA
ENSG00000271825.1	AC019080.3	444	444	444	444	lncRNA
ENSG00000271996.1	AC019080.4	564	564	564	564	lncRNA
ENSG00000280374.1	AC019080.5	757	757	757	757	lncRNA
ENSG00000228030.2	AC019084.1	432	432	432	432	processed_pseudogene
ENSG00000231822.1	AC019097.1	735	735	735	735	NA
ENSG00000250259.1	AC019103.1	272	272	272	272	lncRNA
ENSG00000224826.1	AC019109.1	1874	1874	1874	1874	NA
ENSG00000236039.3	AC019117.1	1465	1441	1998	3509	lncRNA
ENSG00000236318.2	AC019117.2	1095	972	1476	1957	lncRNA
ENSG00000283321.1	AC019117.3	3523	3523	3523	3523	protein_coding
ENSG00000226649.1	AC019118.1	435	435	435	435	lncRNA
ENSG00000236760.1	AC019118.2	567	567	718	952	lncRNA
ENSG00000219391.1	AC019129.1	261	261	261	261	processed_pseudogene
ENSG00000273106.1	AC019129.2	1235	1235	1235	1235	lncRNA
ENSG00000227033.1	AC019130.1	391	391	391	391	lncRNA
ENSG00000263923.1	AC019131.1	622	622	622	622	lncRNA
ENSG00000272777.1	AC019131.2	870	870	870	870	lncRNA
ENSG00000250078.2	AC019133.1	515	515	515	515	lncRNA
ENSG00000205898.3	AC019155.1	574	574	574	574	processed_pseudogene
ENSG00000219445.2	AC019155.2	1918	1918	1918	1918	lncRNA
ENSG00000224899.1	AC019155.3	600	600	600	600	NA
ENSG00000270815.1	AC019159.1	187	187	187	187	processed_pseudogene
ENSG00000248980.1	AC019163.1	610	610	610	610	NA
ENSG00000269210.2	AC019171.1	1056	1056	1056	1056	lncRNA
ENSG00000253262.1	AC019176.1	225	225	225	225	processed_pseudogene
ENSG00000273876.1	AC019176.2	315	315	315	315	unprocessed_pseudogene
ENSG00000213110.2	AC019178.1	440	440	440	440	NA
ENSG00000223824.1	AC019178.2	505	505	505	505	NA
ENSG00000224331.2	AC019181.1	310	310	310	310	processed_pseudogene
ENSG00000266450.1	AC019183.1	505	505	505	505	lncRNA
ENSG00000227430.1	AC019185.1	389	389	389	389	lncRNA
ENSG00000231896.1	AC019185.2	520	520	520	520	processed_pseudogene
ENSG00000232409.1	AC019185.3	323	323	323	323	NA
ENSG00000234584.1	AC019186.1	545	545	545	545	lncRNA
ENSG00000250636.1	AC019193.1	823	823	823	823	processed_pseudogene
ENSG00000272784.1	AC019193.2	634	634	634	634	lncRNA
ENSG00000273180.1	AC019193.3	554	554	554	554	lncRNA
ENSG00000236283.5	AC019197.1	1433	897	3611	10261	lncRNA
ENSG00000229852.4	AC019205.1	2693	2442	6740	10451	lncRNA
ENSG00000275381.1	AC019206.1	425	425	425	425	processed_pseudogene
ENSG00000256256.1	AC019209.1	486	486	486	486	lncRNA
ENSG00000256440.1	AC019209.2	373	373	373	373	lncRNA
ENSG00000256686.1	AC019209.3	772	772	772	772	lncRNA
ENSG00000239498.1	AC019211.1	754	754	754	754	lncRNA
ENSG00000281469.1	AC019226.1	515	515	515	515	TEC
ENSG00000281772.1	AC019226.2	424	424	424	424	TEC
ENSG00000255358.1	AC019227.1	510	510	510	510	NA
ENSG00000248770.1	AC019235.1	207	207	207	207	unprocessed_pseudogene
ENSG00000259182.5	AC019254.1	517	517	645	762	lncRNA
ENSG00000259365.1	AC019254.2	556	556	556	556	lncRNA
ENSG00000253764.3	AC019257.1	1397	1615	1913	2378	lncRNA
ENSG00000270988.1	AC019257.2	497	497	497	497	lncRNA
ENSG00000253932.1	AC019270.1	3488	3488	3488	3488	lncRNA
ENSG00000279958.1	AC019278.1	479	479	479	479	TEC
ENSG00000259688.1	AC019288.1	224	224	224	224	processed_pseudogene
ENSG00000187812.12	AC019294.1	1627	1627	2071	2112	transcribed_unprocessed_pseudogene
ENSG00000260288.4	AC019294.2	926	679	3470	6254	lncRNA
ENSG00000261043.5	AC019294.3	2905	2905	2905	2905	lncRNA
ENSG00000263070.1	AC019322.1	389	389	389	389	transcribed_unprocessed_pseudogene
ENSG00000271333.1	AC019322.2	147	147	147	147	unprocessed_pseudogene
ENSG00000274966.1	AC019322.3	478	478	478	478	unprocessed_pseudogene
ENSG00000279417.1	AC019322.4	3930	3930	3930	3930	TEC
ENSG00000225421.2	AC019330.1	1098	1098	1692	2134	lncRNA
ENSG00000229732.1	AC019349.1	476	476	476	476	lncRNA
ENSG00000256674.1	AC020549.1	1440	1440	1440	1440	snoRNA
ENSG00000270204.1	AC020549.2	508	508	508	508	processed_pseudogene
ENSG00000231699.1	AC020550.1	163	163	163	163	processed_pseudogene
ENSG00000250993.1	AC020551.1	539	539	539	539	lncRNA
ENSG00000264666.1	AC020558.1	425	425	425	425	lncRNA
ENSG00000265511.1	AC020558.2	795	795	795	795	lncRNA
ENSG00000279200.1	AC020558.3	1703	1703	1703	1703	misc_RNA
ENSG00000229056.2	AC020571.1	954	768	1413	1607	NA
ENSG00000251334.2	AC020593.1	299	299	299	299	processed_pseudogene
ENSG00000237133.1	AC020594.1	338	338	338	338	NA
ENSG00000226681.1	AC020595.1	533	533	533	533	lncRNA
ENSG00000279254.1	AC020604.1	1909	1909	1909	1909	TEC
ENSG00000255780.1	AC020611.1	254	254	254	254	processed_pseudogene
ENSG00000255886.1	AC020611.2	671	671	671	671	lncRNA
ENSG00000257243.1	AC020612.1	541	541	541	541	processed_pseudogene
ENSG00000257570.1	AC020612.2	100	100	100	100	processed_pseudogene
ENSG00000257964.1	AC020612.3	570	570	570	570	lncRNA
ENSG00000257674.1	AC020629.1	1650	1650	1650	1650	processed_pseudogene
ENSG00000240890.2	AC020633.1	2247	2247	2247	2247	processed_pseudogene
ENSG00000273123.1	AC020634.1	549	549	549	549	snoRNA
ENSG00000243273.1	AC020636.1	565	565	565	565	lncRNA
ENSG00000260234.5	AC020636.2	792	693	1189	1329	protein_coding
ENSG00000258231.5	AC020637.1	931	929	1447	1729	lncRNA
ENSG00000249474.1	AC020651.1	360	360	360	360	lncRNA
ENSG00000257764.2	AC020656.1	599	599	599	599	lncRNA
ENSG00000274979.1	AC020656.2	5309	5309	5309	5309	lncRNA
ENSG00000244705.1	AC020658.1	938	938	938	938	processed_pseudogene
ENSG00000259198.1	AC020658.2	4020	4020	4020	4020	lncRNA
ENSG00000260648.3	AC020658.3	4028	4028	4028	4028	lncRNA
ENSG00000273786.1	AC020658.4	684	684	684	684	lncRNA
ENSG00000273855.1	AC020658.5	442	442	442	442	lncRNA
ENSG00000279409.1	AC020658.6	1870	1870	1870	1870	TEC
ENSG00000279537.1	AC020658.7	2442	2442	2442	2442	TEC
ENSG00000174171.6	AC020659.1	3316	3599	6083	6752	lncRNA
ENSG00000250379.1	AC020659.2	549	549	585	979	lncRNA
ENSG00000251161.4	AC020661.1	1138	1138	1584	1711	lncRNA
ENSG00000259463.1	AC020661.2	414	414	414	414	lncRNA
ENSG00000259617.1	AC020661.3	500	500	500	500	lncRNA
ENSG00000280036.1	AC020661.4	1854	1854	1854	1854	lncRNA
ENSG00000266994.1	AC020663.1	556	556	556	556	lncRNA
ENSG00000267077.1	AC020663.2	720	720	720	720	lncRNA
ENSG00000275056.1	AC020663.3	1091	1091	1091	1091	lncRNA
ENSG00000259560.2	AC020687.1	829	705	1334	1545	lncRNA
ENSG00000224722.3	AC020688.1	1248	1248	1248	1248	processed_pseudogene
ENSG00000248750.2	AC020699.1	445	445	445	445	processed_pseudogene
ENSG00000249309.1	AC020703.1	521	521	521	521	lncRNA
ENSG00000259403.2	AC020704.1	595	595	620	723	lncRNA
ENSG00000231557.1	AC020718.1	556	556	556	556	lncRNA
ENSG00000237035.1	AC020719.1	413	413	518	618	lncRNA
ENSG00000271410.1	AC020728.1	1216	1216	1216	1216	processed_pseudogene
ENSG00000205682.2	AC020741.1	2079	2079	2079	2079	lncRNA
ENSG00000228005.1	AC020743.1	767	767	767	767	lncRNA
ENSG00000231681.2	AC020743.2	1089	1089	1370	1426	lncRNA
ENSG00000235620.1	AC020743.3	360	360	360	360	lncRNA
ENSG00000260156.1	AC020763.1	551	551	551	551	lncRNA
ENSG00000279122.1	AC020763.2	1255	1255	1255	1255	TEC
ENSG00000279412.1	AC020763.3	2904	2904	2904	2904	TEC
ENSG00000279569.1	AC020763.4	4170	4170	4170	4170	TEC
ENSG00000279815.1	AC020763.5	430	430	430	430	TEC
ENSG00000271495.1	AC020765.1	328	328	328	328	processed_pseudogene
ENSG00000275441.1	AC020765.2	432	432	432	432	lncRNA
ENSG00000278665.1	AC020765.3	740	740	740	740	unprocessed_pseudogene
ENSG00000278725.1	AC020765.4	400	400	400	400	unprocessed_pseudogene
ENSG00000285020.1	AC020765.5	633	633	633	633	unprocessed_pseudogene
ENSG00000243568.2	AC020779.1	796	796	796	796	processed_pseudogene
ENSG00000260173.1	AC020779.2	393	393	393	393	lncRNA
ENSG00000259194.1	AC020891.1	174	174	174	174	lncRNA
ENSG00000259306.2	AC020891.2	776	776	776	776	lncRNA
ENSG00000259701.1	AC020891.3	363	363	363	363	lncRNA
ENSG00000270378.1	AC020891.4	93	93	93	93	processed_pseudogene
ENSG00000259241.1	AC020892.1	855	855	855	855	lncRNA
ENSG00000259296.1	AC020892.2	387	387	387	387	lncRNA
ENSG00000248930.1	AC020893.1	580	580	580	580	processed_pseudogene
ENSG00000251467.1	AC020893.2	723	723	723	723	NA
ENSG00000269385.1	AC020895.1	272	272	272	272	unprocessed_pseudogene
ENSG00000280091.1	AC020895.2	1839	1839	1839	1839	TEC
ENSG00000267378.1	AC020897.1	561	561	561	561	lncRNA
ENSG00000213757.3	AC020898.1	787	787	787	787	NA
ENSG00000242858.1	AC020899.1	602	602	602	602	processed_pseudogene
ENSG00000249180.1	AC020900.1	565	565	565	565	lncRNA
ENSG00000268623.2	AC020904.1	729	729	729	729	processed_pseudogene
ENSG00000273654.1	AC020904.2	1535	1535	1669	1736	transcribed_processed_pseudogene
ENSG00000279172.1	AC020904.3	442	442	442	442	TEC
ENSG00000266928.1	AC020905.1	575	575	575	575	lncRNA
ENSG00000179066.8	AC020907.1	1265	1269	1429	3099	lncRNA
ENSG00000221857.7	AC020907.2	658	658	728	735	lncRNA
ENSG00000269303.1	AC020907.3	565	565	565	565	lncRNA
ENSG00000271032.1	AC020907.4	526	526	526	526	lncRNA
ENSG00000279619.1	AC020907.5	1936	1936	1936	1936	TEC
ENSG00000268289.1	AC020908.1	280	280	280	280	lncRNA
ENSG00000268985.1	AC020908.2	405	405	405	405	lncRNA
ENSG00000269066.1	AC020908.3	610	610	610	610	lncRNA
ENSG00000142539.9	AC020909.1	1265	1265	1265	1265	protein_coding
ENSG00000268518.1	AC020909.2	626	626	626	626	lncRNA
ENSG00000268854.1	AC020909.3	375	375	375	375	lncRNA
ENSG00000268683.1	AC020910.1	413	413	413	413	snoRNA
ENSG00000270281.1	AC020910.2	610	610	610	610	lncRNA
ENSG00000271049.1	AC020910.3	874	874	874	874	processed_pseudogene
ENSG00000274104.1	AC020910.4	540	540	540	540	processed_pseudogene
ENSG00000279329.1	AC020910.5	1865	1865	1865	1865	lncRNA
ENSG00000279971.1	AC020910.6	1459	1459	1459	1459	TEC
ENSG00000267033.1	AC020911.1	578	578	578	578	lncRNA
ENSG00000267275.1	AC020911.2	582	582	593	803	lncRNA
ENSG00000284430.1	AC020912.1	5059	5059	5059	5059	lncRNA
ENSG00000268056.5	AC020913.1	431	431	467	495	lncRNA
ENSG00000269480.1	AC020913.2	629	629	629	629	lncRNA
ENSG00000269836.1	AC020913.3	125	125	125	125	lncRNA
ENSG00000268777.1	AC020914.1	430	430	430	430	lncRNA
ENSG00000268839.1	AC020914.2	304	304	304	304	unprocessed_pseudogene
ENSG00000269181.1	AC020914.3	272	272	272	272	unprocessed_pseudogene
ENSG00000267216.1	AC020915.1	4227	4227	4227	4227	lncRNA
ENSG00000268201.1	AC020915.2	550	550	550	550	lncRNA
ENSG00000268516.2	AC020915.3	2708	2708	2708	2708	processed_pseudogene
ENSG00000268866.1	AC020915.4	964	964	964	964	protein_coding
ENSG00000283515.1	AC020915.5	2252	2252	3042	3948	NA
ENSG00000267519.6	AC020916.1	19049	19049	19049	19049	lncRNA
ENSG00000267582.1	AC020916.2	360	360	360	360	lncRNA
ENSG00000240418.1	AC020917.1	893	893	893	893	processed_pseudogene
ENSG00000267703.1	AC020917.2	401	401	401	401	lncRNA
ENSG00000277825.1	AC020917.3	721	721	721	721	lncRNA
ENSG00000280332.1	AC020917.4	1999	1999	1999	1999	TEC
ENSG00000267706.3	AC020922.1	3058	3058	3058	3058	protein_coding
ENSG00000268729.1	AC020922.2	359	359	359	359	lncRNA
ENSG00000269275.1	AC020922.3	547	547	547	547	lncRNA
ENSG00000276831.1	AC020922.4	339	339	339	339	lncRNA
ENSG00000280009.1	AC020923.1	917	917	917	917	TEC
ENSG00000267254.7	AC020928.1	1761	1773	3024	7947	lncRNA
ENSG00000267260.2	AC020928.2	1607	1860	2062	2120	lncRNA
ENSG00000267353.1	AC020928.3	2197	2197	2197	2197	NA
ENSG00000267387.1	AC020931.1	1346	1346	1346	1346	lncRNA
ENSG00000267424.1	AC020934.1	739	739	739	739	lncRNA
ENSG00000267735.1	AC020934.2	456	456	456	456	lncRNA
ENSG00000214890.3	AC020937.1	1013	1013	1013	1013	processed_pseudogene
ENSG00000278897.1	AC020951.1	2271	2271	2271	2271	TEC
ENSG00000259797.1	AC020978.1	428	428	428	428	lncRNA
ENSG00000260441.5	AC020978.2	372	372	457	490	lncRNA
ENSG00000260891.1	AC020978.3	460	460	460	460	lncRNA
ENSG00000261469.1	AC020978.4	533	533	533	533	lncRNA
ENSG00000262160.1	AC020978.5	3177	3177	3177	3177	lncRNA
ENSG00000262514.1	AC020978.6	1187	1187	1187	1187	lncRNA
ENSG00000263276.1	AC020978.7	3022	3022	3022	3022	lncRNA
ENSG00000279621.1	AC020978.8	1141	1141	1141	1141	TEC
ENSG00000279649.1	AC020978.9	2704	2704	2704	2704	TEC
ENSG00000249737.1	AC020980.1	458	458	458	458	lncRNA
ENSG00000243099.1	AC020983.1	543	543	543	543	processed_pseudogene
ENSG00000254185.1	AC021001.1	987	987	987	987	NA
ENSG00000242729.1	AC021006.1	553	553	553	553	processed_pseudogene
ENSG00000255388.6	AC021006.2	847	809	1539	2723	processed_pseudogene
ENSG00000255563.1	AC021006.3	192	192	192	192	NA
ENSG00000230580.1	AC021016.1	498	498	498	498	lncRNA
ENSG00000261338.2	AC021016.2	2048	2048	2048	2048	lncRNA
ENSG00000273361.1	AC021016.3	477	477	477	477	NA
ENSG00000226659.1	AC021028.1	598	598	598	598	lncRNA
ENSG00000227851.1	AC021035.1	427	427	427	427	lncRNA
ENSG00000177406.5	AC021054.1	1991	2194	2545	4356	NA
ENSG00000257830.1	AC021066.1	647	647	647	647	lncRNA
ENSG00000284883.1	AC021066.2	685	685	685	685	unprocessed_pseudogene
ENSG00000285102.1	AC021066.3	323	323	323	323	transcribed_unprocessed_pseudogene
ENSG00000283536.2	AC021072.1	835	835	835	835	protein_coding
ENSG00000240950.1	AC021074.1	633	633	633	633	processed_pseudogene
ENSG00000241592.1	AC021074.2	172	172	172	172	processed_pseudogene
ENSG00000243818.5	AC021074.3	1537	1516	2651	5513	lncRNA
ENSG00000230551.4	AC021078.1	8636	8636	8636	8636	lncRNA
ENSG00000247877.7	AC021086.1	1337	1569	1954	3511	lncRNA
ENSG00000248925.1	AC021087.1	522	522	522	522	lncRNA
ENSG00000250848.1	AC021087.2	1203	1203	1203	1203	processed_pseudogene
ENSG00000260774.1	AC021087.3	2881	2881	2881	2881	lncRNA
ENSG00000261434.1	AC021087.4	564	564	564	564	lncRNA
ENSG00000250619.1	AC021088.1	805	805	805	805	lncRNA
ENSG00000186019.11	AC021092.1	3105	3199	5693	5982	lncRNA
ENSG00000272661.1	AC021097.1	574	574	574	574	lncRNA
ENSG00000285480.1	AC021097.2	463	463	463	463	NA
ENSG00000249863.2	AC021106.1	1058	1058	1058	1058	processed_pseudogene
ENSG00000251332.1	AC021106.2	710	710	710	710	TEC
